"","ID","nruns","convergence","input.parm","hessian","mins"
"1",100,5,0,-2.29570097370716,6529242.54596031,17.6251382907232
"2",101,5,0,-2.32463637139659,734326.56517943,20.8160373727481
"3",102,5,0,-2.1430174100306,1050831.22579348,22.1000672618548
"4",103,5,0,-2.39326826508971,3403482.92640552,16.9676138679187
"5",104,5,0,-2.1878291806641,2135646.0920207,12.0469630718231
"6",105,5,0,-2.22018408002406,3992580.91537828,14.0001586675644
"7",106,5,0,-2.10115729818668,3919096.28416162,15.68146879673
"8",107,5,0,-2.22929813618179,5369138.79536133,12.2474132577578
"9",108,5,0,-2.41837749448964,3123563.7204972,16.5862975438436
"10",109,5,0,-2.39494221371638,4029243.43262394,12.5159179488818
"11",110,5,0,-2.29570097370716,3334130.3857328,14.1851065913836
"12",111,5,0,-2.12296861962114,1025889.24935444,14.0949055671692
"13",112,5,0,-1.95918814535629,12366089.3587415,13.6523981809616
"14",113,5,0,-2.17974045582411,1744738.2922678,20.3039765119553
"15",114,5,0,-2.08287103880223,5293060.21461272,15.2556234240532
"16",115,5,0,-2.18304430118129,1250917.40156899,14.8415004293124
"17",116,5,0,-2.1946647227824,3774808.67808627,10.7863854448001
"18",117,5,0,-2.04390289376434,3573451.21060006,14.6475586374601
"19",118,5,0,-2.14725850030952,851993.800994172,17.6270746707916
"20",119,5,0,-2.12913747820867,4718725.42453181,13.7632536093394
"21",120,5,0,-2.21653845756097,4849962.95960756,12.3941580653191
"22",121,5,0,-2.24114640918685,3953196.3541534,16.1377008199692
"23",122,5,0,-2.11503723000861,4644743.96446907,19.5468659361204
"24",123,5,0,-2.10842773866483,5728962.53397384,14.0554328123728
"25",124,5,0,-2.01660045067049,3883057.81055767,12.7775628209114
"26",125,5,0,-2.07015524289304,2576076.11562856,16.6537932038307
"27",126,5,0,-1.9595909389717,1481987.28334928,14.6037126461665
"28",127,5,0,-2.04306281859222,11219100.7288843,14.5969955364863
"29",128,5,0,-2.14015329711496,2878794.37728408,13.6753149628639
"30",129,5,0,-2.23339946145277,8672345.22608635,14.8720724860827
"31",130,5,0,-2.24701358283839,1098045.91205994,19.8461561401685
"32",131,5,0,-2.18737347785622,8276356.7512544,11.2054465333621
"33",132,5,0,-2.37915926952214,1002831.5253286,13.1690838456154
"34",133,5,0,-2.10984879477564,4394758.44387325,17.0095409353574
"35",134,5,0,-2.23065611278546,8616794.62834009,15.7634029746056
"36",135,5,0,-2.11856229205862,8518104.44166107,17.4561639348666
"37",136,5,0,-2.14312756821966,4052876.17926275,16.6926971832911
"38",137,5,0,-2.16185412061456,3726670.73987568,13.6462786277135
"39",138,5,0,-2.10446204385857,7494819.07045988,11.6253871321678
"40",139,5,0,-2.23448228107497,4478431.45829458,12.8162148515383
"41",140,5,0,-2.10622457488357,3778343.4772107,14.3973701159159
"42",141,5,0,-2.29665751577954,3981571.59765245,12.8399301250776
"43",142,5,0,-2.13971266435871,4563240.62647251,12.4362204670906
"44",143,5,0,-1.95928884376015,14270410.8124173,16.6121213197708
"45",144,5,0,-2.32535377795088,2096236.14450053,15.0359612663587
